"","Frage1m","Frage2_SQ001","Frage3_SQ001","Frage3_SQ002","Frage3_SQ003","Frage3_SQ004","Frage3_SQ005","Frage3_SQ006","Frage3_SQ007","Frage3_SQ008","Frage3_SQ009","Frage3_SQ010","Frage3_SQ011","Frage3_SQ012","Frage3_SQ013","Frage3_SQ014","Frage3_SQ015","Frage3_SQ016","Frage3_SQ017","Frage3_SQ018","Frage3_SQ019","Frage4_SQ001","Frage5_SQ001","Frage5_SQ002","Frage5_SQ003","Frage5_SQ004","Frage5_SQ005","Frage5_SQ006","Frage5_SQ007","Frage5_SQ008","Frage5_SQ009","Frage5_SQ010","Frage5_SQ011","Frage5_SQ012","Frage5_SQ013","Frage5_SQ014","Frage5_SQ015","Frage5_SQ016","Frage5_SQ017","Frage5_SQ018","Frage6_SQ001","Frage6_SQ002","Frage6_SQ003","Frage6_SQ004","Frage6_SQ005","Frage6_SQ006","Frage6_SQ007","Frage6_SQ008","Frage6_SQ009","Frage6_SQ010","Frage6_SQ011","Frage6_SQ012","Frage6_SQ013","Frage6_SQ014","Frage6_SQ015","Frage6_SQ016","Frage6_SQ017","Frage6_SQ018","Frage7_A1","Frage8_1","Frage8_2","Frage8_3","Frage8_4","Frage8_5","Frage9","Frage10_SQ002","Frage10b_SQ001","Frage11_SQ001","Frage12_SQ001","Frage12_SQ002","Frage12_SQ003","Frage12_SQ004","Frage12_SQ005","Frage12_SQ006","Frage12_SQ007","Frage12_SQ008","methode","geschlecht","alter_koh","aufenthaltsdauer","gemeinde_groesse","bezirk_code","bezirk_name_kurz"
"64",4,4,6,6,7,4,7,5,7,5,NA,5,6,6,5,7,1,6,4,5,6,2,7,7,NA,4,4,7,7,4,7,NA,3,7,3,4,6,3,7,3,7,7,7,5,5,4,6,3,6,2,4,4,3,5,4,6,7,3,5,2,1,10,15,9,2,72,108,3,2,3,NA,1,4,4,1,4,"online",1,"35 bis 39","Alteingesessen","<1000",102,"Andelfingen"
"65",2,4,7,NA,NA,NA,7,4,7,NA,NA,NA,6,NA,7,4,NA,6,7,6,4,3,7,4,6,4,4,4,2,6,6,6,4,4,4,4,2,6,3,7,5,5,6,5,5,3,3,4,4,5,4,3,3,3,3,4,3,5,4,3,15,4,5,11,2,76,105,2,2,3,3,4,1,3,1,3,"P&P",1,"70 bis 74","Neuzuzüger","1001 bis 2000",102,"Andelfingen"
"66",1,4,3,3,7,6,7,3,6,5,5,4,7,7,7,7,3,5,7,7,7,3,4,6,7,5,NA,5,7,5,5,6,5,6,4,5,5,2,6,7,5,6,6,4,NA,6,5,NA,NA,6,NA,4,4,5,6,5,6,5,3,15,2,13,7,11,2,100,120,2,2,3,4,2,2,2,1,3,"online",2,"55 bis 59","Alteingesessen","10001 bis 20000",109,"Uster"
"67",1,4,7,5,6,5,7,6,4,5,5,NA,6,3,3,7,NA,7,7,3,7,4,7,6,7,7,6,7,7,7,7,7,NA,7,5,5,7,6,2,6,6,5,5,4,NA,7,7,4,NA,NA,NA,6,NA,4,7,6,NA,6,3,4,3,11,2,10,2,85,105,3,2,4,4,4,NA,NA,1,3,"online",2,"55 bis 59","Alteingesessen","20001 bis 50000",109,"Uster"
"68",8,2,5,1,4,1,7,5,6,5,1,3,7,1,7,6,1,6,6,4,5,3,4,6,4,5,3,7,5,1,2,1,6,5,5,4,5,5,6,7,1,1,5,5,7,7,7,7,4,4,4,3,3,1,3,7,4,6,3,16,1,6,14,8,NA,NA,NA,2,3,2,3,2,1,2,1,3,"online",1,"18 bis 24","Alteingesessen",">100000",110,"Winterthur"
"69",1,4,7,3,5,5,5,4,6,4,4,5,6,4,5,6,5,6,7,6,6,3,4,5,7,4,4,6,6,6,5,5,4,5,5,4,5,5,6,6,6,5,6,NA,5,6,6,6,6,5,5,NA,6,5,4,6,6,5,3,4,2,9,3,7,2,90,110,3,1,3,4,NA,NA,NA,NA,4,"online",2,"55 bis 59","Alteingesessen","<1000",104,"Dielsdorf"
"70",5,4,6,5,7,6,7,7,7,6,3,3,7,3,4,7,3,7,7,7,5,3,NA,4,7,6,5,6,6,3,5,6,2,6,4,5,6,6,6,7,5,3,6,6,2,6,6,NA,NA,NA,NA,6,6,6,6,4,3,5,5,16,4,3,2,14,2,60,80,3,3,3,3,3,3,2,3,3,"online",1,"50 bis 54","Alteingesessen","2001 bis 5000",110,"Winterthur"
"71",1,4,7,6,7,7,7,5,7,6,7,7,7,5,5,6,6,7,6,7,7,4,6,6,7,7,6,7,7,7,7,7,7,6,7,5,6,7,6,7,5,6,6,5,6,7,7,6,6,6,6,6,6,5,5,6,5,6,3,3,7,14,15,2,2,90,101,3,1,4,4,NA,NA,NA,1,4,"online",1,"60 bis 64","Alteingesessen","20001 bis 50000",103,"Bülach"
"72",6,4,7,5,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,4,6,7,7,7,7,7,7,7,6,7,5,7,6,6,7,7,7,7,6,7,6,7,6,7,7,6,6,6,NA,7,6,6,7,7,6,7,3,4,12,11,7,6,2,90,100,3,3,3,4,3,2,3,1,4,"online",2,"55 bis 59","Alteingesessen","10001 bis 20000",109,"Uster"
"73",6,4,7,1,1,5,6,5,7,6,4,5,6,3,6,7,1,7,7,7,7,4,5,6,5,6,6,6,5,5,6,5,NA,5,5,6,6,6,5,6,4,7,6,6,NA,7,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,3,4,10,1,7,11,2,95,120,2,1,3,3,NA,1,NA,1,3,"online",2,"55 bis 59","Alteingesessen",">100000",112,"Zürich"
"74",2,4,6,3,7,4,7,6,5,6,4,5,6,6,6,5,6,7,6,4,5,4,3,3,4,5,5,5,7,6,6,7,5,6,6,6,6,5,6,7,4,6,6,5,NA,7,7,6,7,6,NA,6,7,5,6,6,3,7,2,7,2,13,4,1,2,85,108,3,1,3,NA,2,2,3,2,3,"online",1,"50 bis 54","Alteingesessen","10001 bis 20000",107,"Meilen"
"75",8,3,5,5,7,5,7,1,5,6,6,4,7,6,6,7,7,6,7,4,6,4,7,5,5,7,7,4,7,6,7,7,7,7,7,6,7,4,7,7,2,7,7,5,5,7,6,6,6,5,6,6,5,6,7,7,2,5,3,2,15,4,1,11,2,90,110,3,2,4,4,4,2,2,1,4,"online",1,"55 bis 59","Alteingesessen",">100000",112,"Zürich"
"76",2,4,5,7,7,6,6,3,5,7,7,7,6,3,7,6,4,4,7,7,5,4,5,7,7,2,4,7,6,6,7,7,5,6,4,4,7,6,7,6,7,7,6,NA,5,6,7,NA,NA,5,NA,7,7,5,7,6,4,5,3,11,6,13,1,8,1,NA,NA,1,2,1,3,3,1,1,1,4,"online",1,"65 bis 69","Alteingesessen","10001 bis 20000",103,"Bülach"
"77",2,4,4,2,5,6,6,3,5,6,5,6,4,5,7,NA,4,6,7,6,6,3,4,5,5,6,3,6,5,6,5,5,5,5,5,6,6,4,6,7,NA,NA,5,5,NA,5,NA,4,3,NA,5,NA,NA,6,5,5,4,3,4,15,1,6,4,2,2,90,100,2,1,3,3,4,2,3,1,3,"online",2,"60 bis 64","Alteingesessen",">100000",112,"Zürich"
"78",2,4,5,7,6,6,7,5,4,6,5,5,6,6,5,6,3,6,5,6,5,4,5,6,6,5,3,7,7,6,6,5,2,6,3,6,6,6,2,6,7,7,6,6,7,5,7,NA,7,6,NA,7,NA,7,7,6,7,6,3,2,1,5,8,3,2,90,130,1,1,1,4,1,3,3,1,3,"online",1,"45 bis 49","Alteingesessen","1001 bis 2000",102,"Andelfingen"
"79",3,4,7,2,2,5,5,6,6,3,1,1,7,5,6,6,1,2,2,7,6,3,5,6,7,5,2,6,2,2,2,2,2,5,5,5,6,6,3,5,4,3,NA,NA,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,5,12,10,15,3,2,85,120,3,1,4,3,2,NA,NA,NA,NA,"online",2,"18 bis 24","Alteingesessen","<1000",104,"Dielsdorf"
"80",2,3,7,2,6,6,7,7,6,2,5,4,6,2,6,6,5,7,7,6,5,3,6,5,6,6,5,6,5,5,5,5,5,4,4,4,4,6,4,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,3,4,5,2,11,15,2,84,103,3,2,3,4,2,4,4,3,3,"P&P",2,"70 bis 74","Alteingesessen","10001 bis 20000",109,"Uster"
"81",NA,4,NA,NA,NA,NA,7,7,5,4,6,NA,7,6,7,7,NA,7,6,7,NA,NA,7,7,7,6,6,7,7,7,7,7,7,NA,NA,5,NA,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,4,13,15,NA,NA,NA,NA,1,4,NA,4,4,4,1,4,"P&P",2,"75 bis 79","Alteingesessen",">100000",112,"Zürich"
"82",1,4,5,5,5,5,6,5,5,4,2,3,6,6,5,6,2,6,5,6,4,3,5,3,6,5,5,6,5,5,3,3,3,4,2,5,5,5,7,7,5,4,6,4,4,6,6,4,5,5,4,5,6,5,5,4,4,5,3,3,6,2,15,4,2,60,150,2,2,3,3,2,3,3,3,3,"online",1,"18 bis 24","Alteingesessen",">100000",110,"Winterthur"
"83",1,4,5,2,7,3,6,4,4,4,5,6,6,4,4,6,7,6,7,7,4,3,4,2,6,NA,NA,4,6,6,6,6,4,7,7,4,6,4,4,7,3,NA,5,3,4,4,6,NA,NA,NA,NA,3,3,4,5,3,3,5,4,9,2,3,12,10,2,90,115,2,1,3,3,2,3,3,1,3,"online",2,"40 bis 44","Alteingesessen",">100000",112,"Zürich"
"84",1,4,7,4,7,7,6,5,7,5,7,7,6,6,6,7,7,7,7,7,NA,3,6,6,7,NA,6,7,7,7,7,7,NA,6,5,5,5,6,5,7,6,6,7,NA,5,7,4,6,NA,6,NA,5,5,4,7,5,NA,5,NA,15,2,4,3,11,2,85,115,2,NA,3,3,2,3,3,1,3,"online",2,"50 bis 54","Alteingesessen","5001 bis 10000",105,"Hinwil"
"85",1,4,3,4,7,7,7,4,7,4,2,4,7,5,4,7,7,4,7,7,6,4,7,2,7,3,3,7,7,7,5,5,5,7,7,5,5,5,7,5,5,7,4,NA,5,7,1,NA,NA,NA,NA,5,1,7,7,7,7,7,3,2,9,4,3,13,2,100,100,3,2,4,4,4,3,3,3,3,"online",2,"40 bis 44","Alteingesessen","20001 bis 50000",103,"Bülach"
"86",2,4,5,5,5,5,5,7,6,5,5,6,7,6,7,6,5,6,7,6,6,4,6,6,6,5,5,6,5,6,7,6,5,6,5,5,6,6,5,6,6,6,5,5,6,6,6,5,6,5,5,5,5,5,5,6,6,5,4,6,7,3,15,13,2,80,90,2,1,1,3,2,3,3,1,4,"online",1,"55 bis 59","Alteingesessen","1001 bis 2000",110,"Winterthur"
"87",4,3,6,2,1,2,2,5,7,5,1,2,4,2,6,6,1,2,7,5,7,3,3,5,5,5,5,6,5,5,2,2,4,4,3,5,6,5,7,3,5,5,6,4,4,6,3,4,3,3,2,4,3,3,4,4,2,3,5,12,6,3,1,2,2,85,115,3,3,3,4,4,3,2,3,3,"online",1,"25 bis 29","Neuzuzüger",">100000",112,"Zürich"
"88",6,2,7,7,7,7,7,7,7,7,7,NA,7,7,7,7,6,7,7,7,NA,3,7,7,7,7,7,7,7,7,7,7,NA,7,NA,NA,7,7,7,7,5,7,5,3,1,5,NA,NA,7,6,NA,7,NA,NA,7,6,4,7,4,12,11,10,3,5,2,80,125,NA,1,3,1,1,1,1,1,3,"online",1,"75 bis 79","Alteingesessen","20001 bis 50000",109,"Uster"
"89",NA,3,7,4,6,5,7,4,7,7,NA,NA,6,7,4,7,NA,7,7,7,7,4,5,6,6,NA,NA,7,7,6,7,6,6,5,5,4,4,6,6,6,4,6,4,5,5,6,NA,NA,5,6,NA,NA,NA,7,NA,6,4,5,3,16,14,9,5,13,2,85,115,1,2,2,3,3,2,3,2,3,"P&P",1,"65 bis 69","Alteingesessen",">100000",110,"Winterthur"
"90",8,2,2,2,7,7,7,3,4,5,2,5,5,7,7,7,6,7,7,6,6,1,6,6,5,6,5,6,6,6,6,5,3,6,6,6,5,2,6,6,2,6,5,5,3,5,6,5,6,5,2,5,4,3,4,1,2,5,5,9,2,4,10,1,NA,20,175,1,1,1,1,1,1,4,1,3,"P&P",2,"65 bis 69","Neuzuzüger","2001 bis 5000",111,"Dietikon"
"91",1,4,6,3,7,3,7,4,6,7,4,5,7,4,4,7,7,6,6,7,3,4,4,3,7,4,4,7,7,7,6,6,4,7,7,6,7,6,7,7,5,NA,7,NA,NA,7,7,NA,NA,NA,NA,7,7,7,7,5,5,5,2,2,12,5,6,15,2,90,120,2,2,3,NA,NA,NA,NA,2,3,"online",2,"40 bis 44","Alteingesessen",">100000",112,"Zürich"
"92",2,4,4,2,6,7,6,2,3,4,4,4,6,4,5,2,2,6,6,6,6,4,6,3,6,3,2,6,6,2,5,4,2,4,3,4,4,5,3,6,7,6,7,7,6,7,6,6,6,6,7,5,6,6,6,7,5,7,3,2,4,3,8,15,2,80,120,3,2,3,3,4,3,3,1,3,"online",2,"55 bis 59","Alteingesessen","<1000",102,"Andelfingen"
"93",8,3,7,7,7,7,7,4,1,6,6,7,7,7,7,2,6,7,6,7,5,2,7,6,7,6,7,7,7,3,5,1,2,6,5,2,6,7,1,6,7,6,7,6,7,7,6,2,3,1,1,5,5,3,4,7,1,6,5,3,2,10,14,6,2,100,110,1,4,4,1,4,3,3,1,4,"online",1,"35 bis 39","Alteingesessen","20001 bis 50000",109,"Uster"
"94",1,3,6,7,NA,5,6,6,3,6,NA,4,6,6,6,2,6,7,6,6,6,3,6,6,6,NA,NA,6,5,NA,NA,NA,NA,5,6,6,6,NA,6,6,7,6,6,NA,NA,7,NA,NA,NA,NA,NA,7,6,6,6,NA,6,6,4,4,7,9,3,2,NA,NA,NA,2,2,2,2,3,2,3,2,NA,"online",1,"45 bis 49","Neuzuzüger","1001 bis 2000",102,"Andelfingen"
"95",6,3,5,5,5,6,6,6,6,5,7,6,5,6,4,6,4,5,7,7,6,2,5,6,6,4,4,6,6,6,7,7,4,7,5,4,6,5,4,7,6,5,4,4,6,5,6,4,5,1,4,1,NA,3,4,3,2,3,4,11,8,15,13,10,2,85,120,3,1,3,4,4,1,1,1,3,"online",2,"70 bis 74","Alteingesessen","2001 bis 5000",104,"Dielsdorf"
"96",3,3,3,4,2,5,6,6,6,6,1,1,6,4,5,7,1,2,6,6,7,3,5,7,7,7,7,7,3,5,3,3,2,2,2,4,4,6,7,6,3,4,4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,4,6,4,5,NA,5,2,6,5,12,13,2,72,87,2,2,4,4,2,3,4,3,4,"online",2,"25 bis 29","Alteingesessen","20001 bis 50000",105,"Hinwil"
"97",2,4,7,4,7,6,7,6,6,5,7,7,7,4,7,7,2,7,7,7,4,4,7,7,7,5,5,7,7,7,7,7,7,7,4,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,7,7,7,7,6,6,6,3,2,7,16,NA,NA,2,88,122,1,2,4,4,1,2,2,2,2,"P&P",2,"70 bis 74","Alteingesessen","5001 bis 10000",108,"Pfäffikon"
"98",2,4,7,4,1,6,7,6,6,6,3,3,6,4,4,5,1,4,7,6,6,4,6,5,6,6,6,6,2,5,5,5,3,3,2,5,6,6,3,7,6,6,6,5,6,7,NA,NA,NA,NA,NA,NA,NA,7,6,4,5,6,4,3,15,5,4,14,3,65,130,3,3,3,4,3,4,4,2,2,"online",2,"40 bis 44","Alteingesessen","10001 bis 20000",103,"Bülach"
"99",7,1,7,4,7,7,4,7,4,4,4,4,4,5,4,7,7,4,7,7,4,2,7,4,7,7,7,4,7,4,4,4,4,4,7,4,4,7,7,4,4,4,3,1,1,4,1,4,4,4,4,4,2,4,4,2,1,4,5,2,14,5,13,4,2,70,100,3,1,4,4,4,2,4,4,4,"online",1,"70 bis 74","Alteingesessen","5001 bis 10000",103,"Bülach"
"100",2,3,5,NA,7,3,7,7,6,5,4,4,6,4,7,7,5,5,7,7,4,NA,NA,7,6,2,NA,7,7,5,5,7,NA,7,5,5,7,2,2,7,4,1,4,3,6,6,2,1,4,NA,NA,4,4,3,NA,4,7,3,5,16,2,15,7,NA,2,65,90,NA,3,2,4,NA,4,3,1,2,"online",2,"25 bis 29","Alteingesessen","10001 bis 20000",101,"Affoltern"
"101",6,3,3,2,5,5,7,4,5,4,5,4,3,4,3,6,1,7,7,7,5,3,5,5,5,5,5,6,5,5,7,6,2,5,2,5,2,2,7,7,4,7,6,2,4,3,6,NA,NA,2,NA,NA,7,5,6,7,5,2,3,15,4,7,2,13,2,85,115,2,1,3,3,2,3,3,3,3,"online",2,"50 bis 54","Alteingesessen","2001 bis 5000",101,"Affoltern"
"102",2,4,5,1,1,4,6,5,5,3,3,1,6,3,6,5,1,4,6,5,4,4,4,5,6,5,4,4,3,3,3,3,3,4,1,2,5,5,4,NA,4,5,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,6,3,3,10,15,14,1,1,NA,NA,3,2,3,4,2,2,1,3,3,"online",2,"50 bis 54","Alteingesessen","10001 bis 20000",107,"Meilen"
"103",2,4,7,1,6,1,7,4,6,7,6,6,5,6,6,5,6,5,7,4,7,4,2,2,4,5,5,6,7,6,7,7,4,7,7,7,6,6,7,7,7,7,7,6,6,7,7,NA,6,6,NA,6,6,7,7,7,7,6,3,9,2,11,1,4,2,92,109,2,NA,NA,4,NA,NA,NA,NA,NA,"online",2,"50 bis 54","Alteingesessen",">100000",110,"Winterthur"
"104",2,4,6,4,7,6,7,7,7,5,7,6,5,5,6,7,3,7,6,6,5,3,5,5,6,6,4,6,4,5,5,6,2,4,4,6,3,6,4,6,5,6,5,5,5,6,4,5,5,5,3,4,4,5,4,5,3,6,4,15,11,9,6,2,2,80,110,2,2,4,2,2,2,2,2,3,"online",2,"65 bis 69","Alteingesessen","5001 bis 10000",107,"Meilen"
"105",8,4,7,5,7,5,7,7,7,7,5,6,7,7,7,7,7,5,7,7,7,4,5,5,5,5,5,7,5,5,5,5,5,5,5,7,7,5,7,7,7,7,7,7,7,7,NA,6,7,7,7,7,7,7,7,7,5,7,4,1,12,2,15,10,2,20,20,3,4,4,4,4,4,4,4,4,"online",1,"25 bis 29","Alteingesessen",">100000",112,"Zürich"
"106",6,4,4,3,6,6,6,3,5,3,6,5,6,4,4,6,2,7,7,6,5,3,6,5,7,6,2,7,6,3,6,5,3,2,2,4,1,3,7,6,6,4,2,2,NA,5,4,NA,6,3,NA,4,6,4,4,4,2,2,3,5,11,2,3,4,2,80,120,3,1,2,3,1,1,3,1,3,"online",1,"65 bis 69","Alteingesessen","2001 bis 5000",103,"Bülach"
"107",2,4,7,2,2,6,5,4,6,6,5,5,5,5,3,6,2,5,6,5,7,3,6,7,7,5,6,7,2,5,5,6,3,7,4,5,6,6,5,6,6,6,7,6,5,7,5,6,NA,NA,3,6,NA,6,6,5,5,7,4,14,2,15,3,5,2,80,100,1,1,2,2,3,1,3,2,3,"online",1,"50 bis 54","Alteingesessen",">100000",112,"Zürich"
"108",2,4,6,3,6,5,6,5,7,4,4,4,6,5,5,6,3,6,7,5,7,4,6,7,6,5,5,7,7,7,7,6,7,6,6,5,5,5,5,5,7,6,7,NA,6,7,6,6,6,6,NA,5,7,6,5,5,6,NA,3,8,2,11,10,6,NA,NA,NA,1,2,2,3,4,4,3,4,3,"online",2,"50 bis 54","Alteingesessen","10001 bis 20000",107,"Meilen"
"109",2,3,7,6,6,5,6,5,4,3,3,3,6,3,5,6,2,6,6,6,6,3,5,5,6,4,NA,5,6,3,5,4,NA,5,NA,2,4,4,3,5,6,3,6,NA,NA,6,3,NA,6,NA,NA,5,NA,5,5,5,4,5,4,4,5,3,15,10,2,90,112,3,3,3,4,3,4,4,2,3,"online",2,"55 bis 59","Alteingesessen","<1000",110,"Winterthur"
"110",6,4,7,NA,7,7,7,7,7,6,6,7,7,7,6,6,6,5,7,7,5,3,7,7,7,7,NA,7,7,6,7,NA,7,6,3,6,5,7,5,7,5,NA,6,3,6,7,7,NA,NA,6,7,5,NA,6,6,6,7,7,5,12,6,NA,NA,NA,NA,NA,NA,2,NA,NA,4,3,2,NA,NA,NA,"online",2,"18 bis 24","Alteingesessen",">100000",110,"Winterthur"
"111",1,4,5,5,7,7,6,6,7,7,7,7,7,6,7,7,4,7,7,7,6,3,7,4,NA,7,7,7,4,7,7,6,5,6,4,7,7,7,7,7,3,NA,6,NA,5,5,NA,NA,6,4,NA,5,NA,7,6,3,5,3,4,12,10,11,9,7,NA,NA,NA,1,1,3,4,4,1,1,1,1,"online",2,"45 bis 49","Alteingesessen",">100000",112,"Zürich"
"112",3,3,7,1,3,5,6,4,5,1,2,3,5,2,3,2,1,6,7,6,2,3,4,1,6,6,4,7,2,5,3,3,1,2,1,2,2,6,3,5,4,6,4,4,4,6,NA,3,3,NA,3,4,NA,3,4,5,5,5,3,4,5,3,11,15,1,NA,NA,2,2,3,4,1,1,3,2,2,"online",1,"55 bis 59","Alteingesessen","5001 bis 10000",106,"Horgen"
"113",8,4,6,5,3,6,7,6,6,5,5,5,6,3,6,5,2,7,6,6,6,3,5,6,6,5,5,6,4,5,4,4,3,6,4,6,5,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"online",1,"40 bis 44","Alteingesessen","<1000",104,"Dielsdorf"
"114",2,4,7,4,7,7,6,5,7,6,6,7,6,2,7,6,7,3,7,7,5,4,7,6,7,6,6,7,7,7,6,6,7,6,6,6,6,6,6,5,7,NA,7,6,NA,7,7,7,NA,7,7,7,7,7,6,7,6,6,4,2,8,4,1,10,NA,NA,NA,1,3,3,4,2,3,2,2,4,"online",2,"60 bis 64","Alteingesessen","20001 bis 50000",103,"Bülach"
"115",NA,4,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,4,1,1,1,1,7,1,7,7,7,7,1,7,7,7,7,NA,NA,7,7,7,7,7,7,7,NA,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P&P",2,"80+","Alteingesessen","10001 bis 20000",111,"Dietikon"
"116",8,4,6,6,7,7,7,5,6,6,6,6,4,7,7,6,6,5,7,6,6,4,7,7,6,5,5,6,7,7,7,6,1,7,6,6,6,6,7,7,7,7,7,6,6,7,7,5,6,7,3,7,7,7,7,7,6,5,3,NA,NA,NA,NA,NA,2,102,122,NA,2,1,3,3,2,3,1,4,"P&P",2,"75 bis 79","Alteingesessen",">100000",110,"Winterthur"
"117",2,3,7,3,6,6,3,6,6,6,4,5,7,4,5,6,5,6,7,7,5,3,5,5,7,5,5,7,6,5,4,4,6,5,5,5,6,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"online",1,"18 bis 24","Alteingesessen","1001 bis 2000",103,"Bülach"
"118",6,4,1,1,7,7,7,1,1,1,7,2,7,7,7,7,7,7,1,7,7,3,6,6,7,4,7,7,7,6,7,7,7,7,7,1,4,7,4,6,5,7,7,4,6,7,7,4,7,5,5,4,NA,4,5,7,6,1,3,4,11,2,5,3,2,90,110,3,1,4,2,4,1,1,1,4,"online",2,"60 bis 64","Alteingesessen","1001 bis 2000",103,"Bülach"
"119",1,4,4,3,6,5,6,4,5,4,5,5,6,6,6,4,3,6,3,6,5,NA,5,6,6,6,6,5,6,4,5,7,4,6,3,3,5,6,2,4,6,5,5,4,6,7,5,5,4,3,NA,2,4,5,3,6,6,7,4,11,5,3,12,2,NA,NA,NA,NA,2,1,2,1,3,3,2,3,"online",1,"45 bis 49","Alteingesessen","<1000",103,"Bülach"
"120",6,4,5,3,5,5,6,6,5,3,4,4,5,4,5,6,NA,5,5,6,5,3,5,4,6,5,NA,4,6,5,5,4,6,5,3,4,5,4,2,6,NA,NA,5,NA,NA,5,5,5,NA,5,NA,5,NA,NA,5,5,NA,NA,NA,2,9,7,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"online",2,"18 bis 24","Alteingesessen",">100000",112,"Zürich"
"121",NA,4,4,3,7,5,6,5,6,6,2,3,6,5,6,2,2,5,4,7,6,3,1,4,7,4,6,7,7,4,3,3,2,5,2,5,5,5,5,6,4,3,6,NA,NA,5,7,NA,NA,NA,NA,6,NA,4,6,6,6,NA,4,3,2,10,14,13,2,95,105,3,2,3,4,4,2,3,2,4,"online",1,"45 bis 49","Neuzuzüger","20001 bis 50000",106,"Horgen"
"122",2,2,6,5,NA,6,6,7,7,NA,7,2,5,5,6,NA,NA,7,7,5,5,2,7,7,7,6,6,7,7,7,7,7,5,7,NA,5,6,5,6,7,3,NA,6,5,1,NA,6,NA,7,1,NA,1,NA,1,2,6,3,NA,5,14,6,4,1,10,2,95,105,3,1,4,4,4,3,3,1,3,"online",2,"60 bis 64","Alteingesessen","<1000",102,"Andelfingen"
"123",7,3,2,2,6,3,7,2,4,1,1,5,7,2,5,6,3,6,7,4,6,NA,6,NA,5,4,NA,7,2,5,2,2,NA,3,NA,4,4,6,6,7,NA,7,7,6,NA,4,NA,NA,NA,NA,NA,NA,NA,5,4,5,NA,6,3,11,12,7,15,13,1,NA,NA,NA,4,2,4,2,4,1,2,1,"online",1,"25 bis 29","Neuzuzüger",">100000",110,"Winterthur"
"124",NA,3,5,NA,6,5,5,3,5,NA,NA,NA,5,3,3,5,NA,5,5,6,NA,3,3,NA,6,3,3,5,5,NA,NA,NA,NA,NA,NA,5,5,5,5,6,5,5,6,3,3,5,6,5,5,NA,NA,NA,NA,5,5,5,5,6,NA,15,2,3,13,6,1,90,120,3,2,3,NA,NA,3,3,2,3,"P&P",1,"75 bis 79","Alteingesessen","20001 bis 50000",106,"Horgen"
"125",NA,4,7,7,7,7,7,4,4,7,7,7,7,7,7,5,7,3,7,7,NA,4,7,NA,7,NA,NA,6,7,7,7,7,NA,NA,NA,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,12,15,3,8,2,95,114,1,NA,1,3,1,NA,4,1,3,"P&P",2,"75 bis 79","Neuzuzüger","1001 bis 2000",108,"Pfäffikon"
"126",3,4,3,2,2,6,6,6,2,2,6,2,4,2,6,6,4,NA,2,4,7,3,5,5,5,NA,3,6,NA,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,NA,5,6,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,3,5,11,4,16,2,72,100,2,3,3,3,3,3,3,2,3,"online",1,"60 bis 64","Alteingesessen","5001 bis 10000",104,"Dielsdorf"
"127",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,NA,NA,NA,NA,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,"P&P",1,"65 bis 69","Alteingesessen","5001 bis 10000",103,"Bülach"
"128",6,3,7,2,2,5,6,6,6,1,5,2,6,3,5,4,1,7,2,7,3,3,7,7,7,5,1,5,2,2,7,5,6,1,1,3,1,7,1,4,6,1,6,5,NA,5,5,NA,6,4,NA,NA,NA,NA,NA,3,NA,2,4,3,5,12,11,8,1,NA,NA,1,NA,NA,4,1,4,1,1,2,"online",1,"50 bis 54","Neuzuzüger","1001 bis 2000",102,"Andelfingen"
